"","rownum","Player","Age","Team","Pos","MIN","eFG..Rank","eFG.","Rim.Rank","Rim","Short.Mid.Rank","Short.Mid","Long.Mid.Rank","Long.Mid","All.Mid.Rank","All.Mid","Corner.Three.Rank","Corner.Three","Non.Corner.Rank","Non.Corner","All.Three.Rank","All.Three","Season","Second.year"
"2008","5","Patrick Baldwin Jr.",20,"GSW","Forward",156,90,"59.90%",98,"86%",7,"14%",83,"50%",7,"22%",0,"42%",89,"42%",90,"42%","2022-2023",2023
"2009","5","LaMelo Ball",21.2,"CHA","Point",1267,43,"51.30%",22,"54%",13,"37%",33,"39%",17,"37%",50,"36%",74,"38%",65,"38%","2022-2023",2023
"2010","5","Mohamed Bamba",24.5,"ORL","Big",658,62,"59.50%",35,"67%",7,"25%",62,"45%",19,"33%",0,"38%",93,"41%",89,"41%","2022-2023",2023
"2011","5","Paolo Banchero",20,"ORL","Forward",2428,10,"46.50%",30,"62%",28,"35%",58,"39%",35,"36%",29,"33%",15,"30%",15,"30%","2022-2023",2023
"2012","5","Desmond Bane",24.4,"MEM","Wing",1837,78,"57.00%",37,"62%",70,"45%",88,"50%",80,"46%",93,"50%",76,"39%",83,"41%","2022-2023",2023
"2013","5","Dalano Banton",23,"TOR","Combo",229,22,"48.50%",100,"78%",4,"23%",4,"14%",1,"21%",0,"27%",8,"27%",6,"27%","2022-2023",2023
"2014","5","Dominick Barlow",19.4,"SAS","Big",340,26,"53.60%",29,"65%",5,"24%",87,"60%",18,"32%",0,"0%",0,"0%",0,"0%","2022-2023",2023
"2015","5","Harrison Barnes",30.4,"SAC","Forward",2658,62,"55.60%",53,"67%",46,"40%",51,"36%",48,"39%",52,"39%",60,"36%",60,"37%","2022-2023",2023
"2016","5","Scottie Barnes",21.3,"TOR","Forward",2668,20,"49.20%",48,"66%",51,"41%",50,"35%",47,"39%",27,"33%",7,"27%",11,"29%","2022-2023",2023
"2017","5","RJ Barrett",22.4,"NYK","Wing",2474,18,"48.70%",24,"59%",42,"39%",23,"28%",35,"38%",13,"33%",20,"30%",17,"31%","2022-2023",2023
"2018","5","Will Barton",31.8,"WAS","Wing",767,21,"49.10%",11,"52%",11,"29%",53,"40%",17,"33%",93,"50%",74,"39%",82,"41%","2022-2023",2023
"2019","5","Will Barton",31.8,"TOR","Combo",201,8,"45.30%",16,"54%",46,"42%",3,"10%",7,"27%",0,"63%",12,"28%",36,"35%","2022-2023",2023
"2020","5","Charles Bassey",22,"SAS","Big",438,81,"63.30%",67,"73%",61,"47%",92,"67%",77,"50%",0,"0%",0,"25%",0,"20%","2022-2023",2023
"2021","5","Keita Bates-Diop",26.8,"SAS","Forward",1410,72,"57.10%",66,"69%",44,"39%",2,"0%",39,"37%",41,"36%",93,"43%",78,"40%","2022-2023",2023
"2022","5","Nicolas Batum",33.9,"LAC","Forward",1699,82,"58.10%",35,"64%",35,"38%",40,"33%",33,"35%",76,"43%",54,"36%",69,"39%","2022-2023",2023
"2023","5","Darius Bazley",22.4,"OKC","Big",530,9,"49.00%",3,"52%",23,"33%",35,"29%",19,"32%",94,"47%",13,"28%",55,"36%","2022-2023",2023
"2024","5","Bradley Beal",29.3,"WAS","Combo",1672,76,"55.30%",94,"72%",52,"43%",79,"49%",69,"46%",44,"38%",59,"36%",50,"37%","2022-2023",2023
"2025","5","Malik Beasley",25.9,"UTA","Wing",1465,40,"52.70%",60,"65%",79,"47%",74,"42%",75,"45%",36,"37%",59,"36%",49,"36%","2022-2023",2023
"2026","5","Malik Beasley",25.9,"LAL","Wing",611,32,"51.20%",98,"83%",86,"51%",16,"15%",40,"39%",25,"36%",45,"35%",40,"35%","2022-2023",2023
"2027","5","MarJon Beauchamp",21.1,"MIL","Wing",588,14,"46.90%",21,"58%",8,"25%",19,"24%",7,"24%",25,"36%",15,"30%",26,"33%","2022-2023",2023
"2028","5","Davis Bertans",30,"DAL","Big",457,82,"63.60%",85,"77%",99,"100%",96,"100%",99,"100%",97,"50%",70,"38%",88,"41%","2022-2023",2023
"2029","5","Patrick Beverley",34.3,"LAL","Combo",1210,48,"51.90%",38,"59%",47,"42%",97,"75%",64,"45%",47,"39%",34,"33%",38,"35%","2022-2023",2023
"2030","5","Patrick Beverley",34.3,"CHI","Point",605,41,"50.90%",50,"60%",96,"53%",100,"100%",100,"56%",28,"28%",44,"34%",16,"32%","2022-2023",2023
"2031","5","Saddiq Bey",23.6,"ATL","Forward",626,84,"58.60%",50,"66%",41,"38%",32,"27%",32,"35%",74,"42%",75,"39%",83,"41%","2022-2023",2023
"2032","5","Saddiq Bey",23.6,"DET","Forward",1487,23,"49.70%",17,"58%",33,"36%",22,"23%",22,"32%",71,"42%",33,"33%",52,"36%","2022-2023",2023
"2033","5","Khem Birch",30.1,"TOR","Big",155,68,"60.90%",92,"80%",59,"46%",11,"0%",35,"40%",0,"50%",0,"0%",0,"50%","2022-2023",2023
"2034","5","Goga Bitadze",23.3,"ORL","Big",244,53,"58.00%",92,"79%",25,"35%",0,"0%",23,"35%",0,"0%",0,"18%",0,"18%","2022-2023",2023
"2035","5","Goga Bitadze",23.3,"IND","Big",176,12,"50.00%",24,"64%",7,"25%",11,"0%",2,"17%",0,"0%",0,"25%",0,"25%","2022-2023",2023
"2036","5","Bismack Biyombo",30.2,"PHX","Big",822,55,"58.00%",74,"74%",35,"40%",0,"0%",37,"40%",0,"0%",0,"0%",0,"0%","2022-2023",2023
"2037","5","Bogdan Bogdanovic",30.2,"ATL","Wing",1503,76,"56.60%",30,"61%",85,"50%",65,"41%",82,"47%",53,"40%",81,"40%",76,"40%","2022-2023",2023
"2038","5","Bojan Bogdanovic",33.5,"DET","Forward",1892,70,"57.00%",53,"67%",93,"52%",64,"41%",87,"48%",77,"43%",79,"40%",85,"41%","2022-2023",2023
"2039","5","Bol Bol",23,"ORL","Big",1489,54,"58.00%",98,"83%",64,"47%",40,"33%",50,"44%",2,"18%",23,"30%",14,"27%","2022-2023",2023
"2040","5","Devin Booker",26,"PHX","Wing",1828,59,"54.70%",74,"68%",87,"51%",87,"50%",92,"51%",33,"37%",48,"35%",43,"35%","2022-2023",2023
"2041","5","Brandon Boston Jr.",20.9,"LAC","Wing",184,7,"44.60%",26,"59%",17,"33%",33,"32%",16,"33%",0,"0%",0,"47%",50,"37%","2022-2023",2023
"2042","5","Chris Boucher",29.8,"TOR","Big",1493,37,"55.80%",25,"64%",35,"41%",89,"61%",53,"45%",54,"36%",28,"31%",41,"34%","2022-2023",2023
"2043","5","James Bouknight",22.1,"CHA","Combo",450,4,"44.60%",48,"61%",9,"26%",24,"36%",9,"29%",10,"29%",18,"30%",10,"30%","2022-2023",2023
"2044","5","Malaki Branham",19.5,"SAS","Combo",1433,34,"50.10%",52,"61%",88,"51%",73,"48%",87,"50%",46,"38%",11,"27%",11,"30%","2022-2023",2023
"2045","5","Christian Braun",21.5,"DEN","Combo",1062,90,"58.20%",83,"69%",25,"35%",20,"33%",17,"35%",77,"43%",36,"33%",60,"38%","2022-2023",2023
"2046","5","Mikal Bridges",26.2,"PHX","Wing",2035,43,"52.90%",77,"68%",68,"45%",42,"35%",54,"41%",83,"46%",27,"32%",65,"39%","2022-2023",2023
"2047","5","Mikal Bridges",26.2,"BKN","Wing",922,54,"54.40%",69,"67%",82,"47%",88,"50%",83,"48%",64,"42%",51,"35%",60,"38%","2022-2023",2023
"2048","5","Oshae Brissett",24.4,"IND","Forward",1034,9,"46.30%",8,"51%",15,"30%",2,"0%",9,"24%",7,"27%",34,"33%",21,"31%","2022-2023",2023
"2049","5","Malcolm Brogdon",29.9,"BOS","Combo",1731,88,"57.50%",27,"56%",62,"46%",65,"47%",67,"46%",74,"43%",98,"45%",96,"45%","2022-2023",2023
"2050","5","Dillon Brooks",26.8,"MEM","Wing",2209,15,"46.90%",23,"58%",49,"41%",29,"30%",33,"38%",16,"34%",33,"32%",27,"33%","2022-2023",2023
"2051","5","Bruce Brown",26.2,"DEN","Wing",2234,61,"55.20%",87,"73%",30,"36%",30,"30%",24,"35%",40,"38%",52,"35%",48,"36%","2022-2023",2023
"2052","5","Jaylen Brown",26,"BOS","Wing",2400,60,"55.10%",82,"71%",69,"45%",83,"47%",77,"46%",6,"29%",42,"34%",29,"33%","2022-2023",2023
"2053","5","Moses Brown",23.1,"LAC","Big",212,60,"59.40%",13,"61%",71,"50%",0,"0%",77,"50%",0,"0%",0,"0%",0,"0%","2022-2023",2023
"2054","5","Troy Brown",23.3,"LAL","Forward",1844,57,"54.60%",34,"63%",14,"29%",53,"37%",21,"32%",57,"40%",63,"37%",68,"38%","2022-2023",2023
"2055","5","Jalen Brunson",26.2,"NYK","Point",2375,72,"54.80%",46,"60%",78,"49%",83,"48%",85,"49%",83,"46%",88,"41%",93,"42%","2022-2023",2023
"2056","5","Thomas Bryant",25.3,"DEN","Big",168,10,"49.10%",30,"65%",10,"27%",48,"38%",13,"30%",0,"0%",0,"33%",0,"33%","2022-2023",2023
"2057","5","Thomas Bryant",25.3,"LAL","Big",858,94,"69.40%",93,"80%",86,"54%",65,"50%",85,"53%",0,"43%",99,"46%",98,"45%","2022-2023",2023
"2058","5","Reggie Bullock",31.6,"DAL","Forward",2351,71,"57.10%",77,"70%",59,"43%",31,"27%",29,"34%",82,"44%",26,"32%",64,"38%","2022-2023",2023
"2059","5","Alec Burks",31.3,"DET","Wing",1122,56,"54.50%",18,"57%",71,"45%",49,"39%",63,"42%",92,"49%",77,"39%",90,"42%","2022-2023",2023
"2060","5","Jimmy Butler",33.1,"MIA","Forward",2138,66,"56.10%",59,"68%",84,"49%",59,"39%",82,"47%",32,"34%",70,"38%",48,"36%","2022-2023",2023
"2061","5","John Butler",19.9,"POR","Big",170,0,"36.40%",8,"57%",71,"50%",28,"25%",27,"38%",0,"25%",2,"20%",5,"21%","2022-2023",2023
"2062","5","Jamal Cain",23.6,"MIA","Forward",220,81,"57.80%",76,"70%",85,"50%",2,"0%",78,"47%",0,"27%",0,"40%",19,"31%","2022-2023",2023
"2063","5","Kentavious Caldwell-Pope",29.7,"DEN","Combo",2375,87,"57.30%",60,"63%",33,"39%",55,"44%",54,"42%",63,"41%",93,"44%",92,"43%","2022-2023",2023
"2064","5","Vlatko Cancar",25.6,"DEN","Big",804,39,"56.20%",45,"69%",28,"37%",92,"67%",32,"39%",78,"43%",35,"32%",61,"36%","2022-2023",2023
"2065","5","Clint Capela",28.5,"ATL","Big",1730,87,"65.40%",49,"70%",45,"43%",65,"50%",48,"43%",0,"0%",0,"0%",0,"0%","2022-2023",2023
"2066","5","Jevon Carter",27.1,"MIL","Combo",1753,82,"55.90%",11,"51%",16,"32%",53,"44%",30,"40%",73,"43%",90,"43%",93,"43%","2022-2023",2023
"2067","5","Wendell Carter",23.5,"ORL","Big",1684,58,"59.00%",90,"78%",50,"45%",52,"40%",42,"43%",83,"44%",38,"33%",52,"35%","2022-2023",2023
"2068","5","Alex Caruso",28.7,"CHI","Combo",1572,75,"55.30%",87,"70%",2,"21%",33,"40%",4,"25%",59,"40%",41,"34%",54,"37%","2022-2023",2023
"2069","5","Julian Champagnie",21.3,"SAS","Forward",276,91,"59.90%",14,"54%",85,"50%",97,"60%",95,"53%",93,"47%",82,"41%",93,"42%","2022-2023",2023
"2070","5","Kennedy Chandler",20.1,"MEM","Point",162,20,"46.80%",85,"69%",65,"47%",0,"0%",41,"42%",0,"0%",0,"17%",0,"17%","2022-2023",2023
"2071","5","Max Christie",19.7,"LAL","Wing",459,73,"56.30%",7,"50%",97,"60%",35,"33%",76,"45%",53,"40%",93,"43%",86,"41%","2022-2023",2023
"2072","5","Josh Christopher",20.9,"HOU","Combo",682,17,"47.50%",81,"68%",67,"46%",56,"44%",70,"46%",3,"24%",1,"19%",0,"20%","2022-2023",2023
"2073","5","Brandon Clarke",26.1,"MEM","Big",1066,88,"65.40%",88,"78%",76,"50%",84,"56%",83,"51%",0,"17%",0,"0%",0,"17%","2022-2023",2023
"2074","5","Jordan Clarkson",30.4,"UTA","Combo",1987,52,"52.30%",57,"63%",75,"49%",75,"49%",84,"49%",56,"40%",37,"33%",30,"34%","2022-2023",2023
"2075","5","Nicolas Claxton",23.5,"BKN","Big",2270,95,"70.50%",87,"78%",69,"49%",28,"25%",72,"49%",0,"0%",0,"0%",0,"0%","2022-2023",2023
"2076","5","Amir Coffey",25.4,"LAC","Wing",515,3,"43.60%",20,"58%",51,"41%",18,"22%",34,"38%",1,"21%",25,"31%",5,"26%","2022-2023",2023
"2077","5","John Collins",25.1,"ATL","Big",2129,36,"55.70%",79,"76%",57,"46%",65,"50%",64,"47%",22,"29%",19,"29%",19,"29%","2022-2023",2023
"2078","5","Zach Collins",25,"SAS","Big",1434,45,"56.90%",34,"66%",68,"49%",56,"43%",67,"48%",0,"22%",83,"39%",75,"38%","2022-2023",2023
"2079","5","Mike Conley",35.1,"MIN","Point",752,96,"58.50%",80,"68%",28,"40%",98,"80%",65,"46%",92,"52%",84,"40%",95,"42%","2022-2023",2023
"2080","5","Mike Conley",35.1,"UTA","Point",1274,54,"51.80%",15,"53%",50,"44%",72,"45%",54,"44%",100,"59%",33,"33%",53,"37%","2022-2023",2023
"2081","5","Pat Connaughton",29.8,"MIL","Wing",1402,38,"52.10%",38,"62%",17,"32%",99,"67%",27,"36%",29,"36%",34,"33%",37,"34%","2022-2023",2023
"2082","5","Xavier Cooks",27.2,"WAS","Big",109,63,"60.00%",59,"71%",54,"45%",0,"0%",58,"45%",0,"0%",0,"0%",0,"0%","2022-2023",2023
"2083","5","Robert Covington",31.9,"LAC","Big",697,36,"55.70%",32,"66%",6,"24%",41,"33%",4,"25%",65,"40%",79,"39%",78,"39%","2022-2023",2023
"2084","5","Torrey Craig",31.9,"PHX","Forward",1936,63,"55.60%",40,"64%",29,"35%",36,"30%",28,"34%",79,"43%",51,"35%",73,"39%","2022-2023",2023
"2085","5","Jae Crowder",32.3,"MIL","Forward",325,98,"62.60%",99,"89%",85,"50%",24,"25%",76,"46%",0,"43%",97,"45%",98,"44%","2022-2023",2023
"2086","5","Jarrett Culver",23.7,"ATL","Wing",125,6,"44.60%",57,"65%",98,"67%",53,"40%",87,"50%",0,"33%",0,"0%",0,"8%","2022-2023",2023
"2087","5","Cade Cunningham",21.1,"DET","Wing",400,10,"45.70%",14,"54%",43,"40%",80,"46%",66,"43%",0,"25%",19,"30%",13,"30%","2022-2023",2023
"2088","5","Seth Curry",32.2,"BKN","Wing",1181,72,"56.20%",31,"61%",83,"49%",94,"51%",90,"50%",71,"43%",75,"39%",74,"40%","2022-2023",2023
"2089","5","Stephen Curry",34.6,"GSW","Point",1940,100,"61.90%",98,"73%",89,"51%",78,"46%",87,"50%",94,"57%",93,"42%",98,"44%","2022-2023",2023
"2090","5","Dyson Daniels",19.6,"NOP","Wing",943,22,"49.20%",66,"66%",25,"35%",7,"0%",14,"32%",20,"35%",13,"29%",16,"31%","2022-2023",2023
"2091","5","Anthony Davis",29.6,"LAL","Big",1904,49,"57.30%",80,"76%",58,"46%",52,"39%",51,"44%",0,"36%",8,"24%",11,"26%","2022-2023",2023
"2092","5","Johnny Davis",20.7,"WAS","Wing",361,4,"44.00%",50,"63%",60,"43%",49,"39%",56,"42%",5,"28%",4,"23%",4,"25%","2022-2023",2023
"2093","5","Terence Davis",25.5,"SAC","Wing",787,55,"54.50%",22,"58%",63,"44%",48,"38%",59,"42%",47,"39%",62,"36%",52,"37%","2022-2023",2023
"2094","5","DeMar DeRozan",33.2,"CHI","Forward",2673,43,"52.50%",78,"71%",85,"50%",77,"46%",84,"48%",21,"31%",53,"36%",36,"34%","2022-2023",2023
"2095","5","Dewayne Dedmon",33.2,"MIA","Big",349,29,"54.30%",10,"60%",90,"55%",65,"50%",93,"55%",0,"17%",41,"33%",28,"31%","2022-2023",2023
"2096","5","Matthew Dellavedova",32.1,"SAC","Point",158,7,"42.60%",2,"33%",15,"38%",0,"0%",7,"33%",0,"60%",0,"24%",21,"32%","2022-2023",2023
"2097","5","Donte DiVincenzo",25.7,"GSW","Wing",1873,83,"57.80%",46,"63%",54,"42%",17,"21%",32,"38%",63,"42%",78,"40%",75,"40%","2022-2023",2023
"2098","5","Moussa Diabate",20.8,"LAC","Big",141,5,"46.80%",2,"48%",30,"38%",0,"0%",27,"38%",0,"50%",0,"0%",0,"50%","2022-2023",2023
"2099","5","Mamadi Diakite",25.8,"CLE","Big",131,12,"50.00%",23,"64%",71,"50%",65,"50%",77,"50%",0,"11%",0,"50%",0,"27%","2022-2023",2023
"2100","5","Hamidou Diallo",24.3,"DET","Wing",972,80,"57.40%",83,"72%",61,"43%",47,"38%",58,"42%",0,"27%",0,"13%",2,"21%","2022-2023",2023
"2101","5","Gorgui Dieng",32.8,"SAS","Big",259,12,"50.00%",10,"58%",95,"60%",91,"63%",98,"62%",0,"50%",9,"26%",22,"30%","2022-2023",2023
"2102","5","Ousmane Dieng",19.4,"OKC","Forward",515,21,"49.30%",86,"73%",35,"38%",33,"29%",30,"35%",12,"30%",4,"25%",8,"27%","2022-2023",2023
"2103","5","Spencer Dinwiddie",29.6,"DAL","Combo",1792,78,"55.50%",51,"61%",30,"38%",85,"51%",45,"42%",100,"56%",57,"36%",83,"41%","2022-2023",2023
"2104","5","Spencer Dinwiddie",29.6,"BKN","Point",917,24,"47.40%",41,"59%",35,"42%",28,"37%",33,"41%",31,"29%",12,"30%",9,"30%","2022-2023",2023
"2105","5","Luka Doncic",23.7,"DAL","Point",2390,85,"56.80%",96,"72%",100,"55%",41,"41%",98,"52%",14,"24%",53,"36%",44,"35%","2022-2023",2023
"2106","5","Luguentz Dort",23.5,"OKC","Wing",2257,13,"46.80%",6,"49%",13,"30%",86,"48%",21,"34%",52,"40%",24,"31%",30,"33%","2022-2023",2023
"2107","5","Ayo Dosunmu",22.8,"CHI","Combo",2030,71,"54.80%",73,"67%",61,"45%",21,"34%",46,"42%",27,"33%",17,"29%",15,"31%","2022-2023",2023
"2108","5","Jeff Dowtin",25.5,"TOR","Combo",237,33,"50.00%",37,"58%",70,"47%",46,"43%",66,"45%",0,"38%",0,"29%",0,"33%","2022-2023",2023
"2109","5","Goran Dragic",36.5,"CHI","Combo",781,31,"49.80%",34,"58%",35,"39%",46,"43%",34,"41%",91,"48%",27,"32%",45,"35%","2022-2023",2023
"2110","5","Andre Drummond",29.2,"CHI","Big",831,65,"60.40%",27,"65%",39,"42%",0,"0%",40,"42%",0,"0%",0,"0%",0,"0%","2022-2023",2023
"2111","5","Chris Duarte",25.4,"IND","Forward",876,4,"44.60%",10,"51%",52,"41%",30,"26%",24,"33%",34,"34%",16,"30%",20,"31%","2022-2023",2023
"2112","5","David Duke",23.1,"BKN","Combo",178,9,"45.50%",30,"57%",11,"29%",100,"100%",60,"44%",0,"0%",0,"17%",0,"8%","2022-2023",2023
"2113","5","Kris Dunn",28.6,"UTA","Point",555,93,"57.70%",78,"66%",87,"50%",20,"33%",91,"50%",0,"40%",100,"50%",100,"49%","2022-2023",2023
"2114","5","Kevin Durant",34.1,"BKN","Big",1402,67,"60.80%",88,"78%",97,"60%",85,"57%",95,"59%",0,"42%",69,"37%",72,"38%","2022-2023",2023
"2115","5","Kevin Durant",34.1,"PHX","Big",269,90,"66.10%",100,"100%",85,"53%",87,"58%",95,"56%",0,"83%",100,"50%",100,"55%","2022-2023",2023
"2116","5","Jalen Duren",19,"DET","Big",1652,85,"64.90%",64,"72%",43,"43%",41,"33%",41,"42%",0,"0%",0,"0%",0,"0%","2022-2023",2023
"2117","5","Tari Eason",21.5,"HOU","Forward",1680,17,"48.90%",16,"57%",11,"27%",14,"8%",10,"25%",45,"37%",44,"35%",45,"35%","2022-2023",2023
"2118","5","Anthony Edwards",21.2,"MIN","Wing",2837,44,"53.00%",52,"64%",40,"38%",41,"35%",29,"37%",76,"44%",61,"36%",56,"37%","2022-2023",2023
"2119","5","Kessler Edwards",22.2,"SAC","Wing",296,64,"55.40%",69,"67%",96,"57%",88,"50%",99,"56%",74,"44%",9,"28%",38,"34%","2022-2023",2023
"2120","5","Joel Embiid",28.6,"PHI","Big",2283,52,"57.80%",77,"75%",62,"47%",81,"51%",74,"49%",0,"25%",49,"35%",50,"35%","2022-2023",2023
"2121","5","Drew Eubanks",25.7,"POR","Big",1566,89,"65.80%",77,"75%",87,"54%",64,"47%",88,"53%",0,"25%",0,"50%",95,"44%","2022-2023",2023
"2122","5","Bruno Fernando",24.2,"HOU","Big",348,22,"52.70%",28,"65%",13,"29%",65,"50%",12,"30%",0,"0%",0,"0%",0,"0%","2022-2023",2023
"2123","5","Dorian Finney-Smith",29.5,"BKN","Big",718,3,"44.70%",1,"43%",23,"33%",96,"100%",27,"38%",19,"29%",33,"32%",29,"31%","2022-2023",2023
"2124","5","Dorian Finney-Smith",29.5,"DAL","Forward",1284,55,"54.20%",53,"67%",9,"17%",40,"33%",4,"19%",59,"40%",24,"32%",50,"36%","2022-2023",2023
"2125","5","Malachi Flynn",24.5,"TOR","Combo",623,7,"45.00%",15,"54%",8,"26%",16,"30%",8,"28%",87,"48%",23,"31%",33,"35%","2022-2023",2023
"2126","5","Simone Fontecchio",26.9,"UTA","Wing",723,17,"47.30%",9,"51%",15,"30%",85,"48%",30,"37%",68,"42%",22,"31%",32,"34%","2022-2023",2023
"2127","5","Bryn Forbes",29.3,"MIN","Wing",241,1,"39.30%",0,"40%",17,"33%",88,"50%",45,"40%",0,"33%",1,"22%",5,"26%","2022-2023",2023
"2128","5","Trent Forrest",24.4,"ATL","Combo",238,15,"47.20%",2,"42%",92,"53%",0,"0%",94,"53%",0,"0%",0,"0%",0,"0%","2022-2023",2023
"2129","5","Evan Fournier",30,"NYK","Wing",453,9,"45.10%",1,"43%",67,"44%",22,"27%",43,"39%",41,"38%",14,"29%",19,"32%","2022-2023",2023
"2130","5","De'Aaron Fox",24.9,"SAC","Point",2431,80,"55.90%",100,"77%",98,"53%",74,"46%",93,"51%",19,"27%",37,"34%",23,"33%","2022-2023",2023
"2131","5","Markelle Fultz",24.4,"ORL","Combo",1777,63,"53.90%",66,"65%",74,"48%",54,"44%",74,"47%",51,"39%",14,"29%",21,"33%","2022-2023",2023
"2132","5","Wenyen Gabriel",25.6,"LAL","Big",983,75,"62.00%",43,"69%",84,"53%",65,"50%",87,"53%",19,"29%",0,"25%",15,"27%","2022-2023",2023
"2133","5","Daniel Gafford",24.1,"WAS","Big",1598,96,"73.10%",96,"82%",87,"54%",52,"40%",87,"53%",0,"0%",0,"0%",0,"0%","2022-2023",2023
"2134","5","Darius Garland",22.8,"CLE","Point",2447,67,"53.60%",35,"57%",74,"49%",35,"39%",63,"46%",67,"41%",91,"41%",86,"41%","2022-2023",2023
"2135","5","Usman Garuba",20.6,"HOU","Big",901,25,"53.60%",17,"62%",1,"9%",0,"0%",1,"9%",75,"42%",91,"41%",94,"42%","2022-2023",2023
"2136","5","Luka Garza",23.8,"MIN","Big",202,78,"62.80%",85,"77%",46,"43%",65,"50%",51,"44%",0,"33%",95,"42%",91,"41%","2022-2023",2023
"2137","5","Rudy Gay",36.2,"UTA","Forward",812,2,"43.00%",28,"62%",56,"42%",72,"44%",61,"43%",10,"29%",2,"23%",3,"25%","2022-2023",2023
"2138","5","Paul George",32.5,"LAC","Wing",1937,51,"54.00%",78,"69%",72,"45%",70,"42%",69,"43%",87,"48%",57,"36%",58,"38%","2022-2023",2023
"2139","5","Taj Gibson",37.4,"WAS","Big",444,40,"56.20%",53,"70%",36,"41%",65,"50%",53,"44%",0,"45%",0,"20%",35,"33%","2022-2023",2023
"2140","5","Josh Giddey",20.1,"OKC","Forward",2368,34,"51.70%",32,"62%",68,"44%",40,"33%",66,"43%",56,"40%",22,"32%",28,"33%","2022-2023",2023
"2141","5","Shai Gilgeous-Alexander",24.3,"OKC","Point",2402,63,"53.40%",70,"64%",63,"47%",67,"45%",70,"46%",8,"24%",60,"37%",49,"36%","2022-2023",2023
"2142","5","Anthony Gill",30,"WAS","Big",568,32,"55.10%",92,"80%",42,"42%",65,"50%",43,"43%",0,"17%",0,"10%",0,"14%","2022-2023",2023
"2143","5","Rudy Gobert",30.3,"MIN","Big",2148,90,"66.10%",67,"73%",19,"31%",11,"0%",12,"30%",0,"0%",0,"0%",0,"0%","2022-2023",2023
"2144","5","Jordan Goodwin",24,"WAS","Combo",1042,36,"50.60%",84,"70%",58,"45%",19,"32%",39,"41%",90,"48%",8,"27%",19,"32%","2022-2023",2023
"2145","5","Aaron Gordon",27.1,"DEN","Forward",2052,95,"60.70%",87,"73%",34,"37%",20,"23%",23,"33%",5,"25%",87,"41%",51,"36%","2022-2023",2023
"2146","5","Eric Gordon",33.9,"LAC","Wing",541,84,"59.30%",16,"56%",83,"50%",0,"0%",87,"50%",0,"31%",94,"43%",91,"42%","2022-2023",2023
"2147","5","Eric Gordon",33.9,"HOU","Wing",1414,49,"53.50%",57,"65%",66,"44%",14,"13%",59,"42%",98,"53%",40,"34%",44,"36%","2022-2023",2023
"2148","5","Devonte' Graham",27.7,"NOP","Combo",792,45,"51.80%",0,"35%",94,"54%",89,"55%",96,"54%",43,"38%",51,"35%",42,"35%","2022-2023",2023
"2149","5","Devonte' Graham",27.7,"SAS","Combo",525,44,"51.80%",26,"56%",93,"53%",13,"29%",25,"39%",97,"53%",43,"34%",48,"36%","2022-2023",2023
"2150","5","Jerami Grant",28.6,"POR","Forward",2245,61,"55.50%",43,"65%",45,"39%",60,"39%",46,"39%",50,"39%",88,"41%",82,"40%","2022-2023",2023
"2151","5","AJ Green",23.1,"MIL","Combo",284,98,"61.70%",8,"50%",0,"0%",28,"38%",10,"30%",64,"41%",94,"45%",95,"44%","2022-2023",2023
"2152","5","Draymond Green",32.7,"GSW","Big",2298,50,"57.30%",45,"69%",82,"53%",37,"31%",82,"51%",35,"33%",24,"30%",30,"31%","2022-2023",2023
"2153","5","JaMychal Green",32.4,"GSW","Big",784,80,"63.10%",61,"72%",93,"57%",59,"44%",90,"54%",59,"37%",87,"40%",79,"39%","2022-2023",2023
"2154","5","Jalen Green",20.7,"HOU","Combo",2600,25,"48.80%",20,"55%",29,"38%",43,"42%",29,"39%",24,"33%",46,"34%",31,"34%","2022-2023",2023
"2155","5","Javonte Green",29.3,"CHI","Forward",465,96,"62.30%",88,"74%",59,"43%",2,"0%",51,"40%",9,"28%",96,"44%",46,"35%","2022-2023",2023
"2156","5","Jeff Green",36.2,"DEN","Big",1055,30,"54.60%",45,"69%",58,"46%",58,"44%",59,"46%",84,"45%",1,"19%",21,"29%","2022-2023",2023
"2157","5","Josh Green",22,"DAL","Wing",1512,95,"62.60%",85,"72%",90,"52%",46,"38%",91,"51%",45,"38%",99,"45%",77,"40%","2022-2023",2023
"2158","5","AJ Griffin",19.2,"ATL","Wing",1369,66,"55.40%",68,"66%",88,"52%",53,"40%",85,"49%",53,"40%",66,"38%",63,"38%","2022-2023",2023
"2159","5","Blake Griffin",33.6,"BOS","Big",526,61,"59.50%",65,"72%",38,"42%",0,"0%",39,"42%",48,"35%",53,"36%",53,"35%","2022-2023",2023
"2160","5","Quentin Grimes",22.5,"NYK","Wing",2088,85,"60.00%",83,"71%",8,"25%",53,"40%",9,"29%",75,"44%",55,"36%",66,"39%","2022-2023",2023
"2161","5","Rui Hachimura",24.7,"LAL","Forward",726,36,"52.00%",26,"61%",66,"44%",94,"54%",85,"48%",2,"23%",34,"33%",15,"30%","2022-2023",2023
"2162","5","Rui Hachimura",24.7,"WAS","Forward",726,49,"53.70%",89,"74%",38,"38%",82,"49%",64,"43%",68,"42%",12,"29%",34,"34%","2022-2023",2023
"2163","5","Tyrese Haliburton",22.7,"IND","Combo",1882,92,"58.80%",76,"67%",69,"46%",78,"49%",75,"47%",76,"43%",81,"40%",82,"41%","2022-2023",2023
