"","rownum","Player","Age","Team","Pos","MIN","eFG..Rank","eFG.","Rim.Rank","Rim","Short.Mid.Rank","Short.Mid","Long.Mid.Rank","Long.Mid","All.Mid.Rank","All.Mid","Corner.Three.Rank","Corner.Three","Non.Corner.Rank","Non.Corner","All.Three.Rank","All.Three","Season","Second.year"
"149","1","Joel Embiid",24.6,"PHI","Big",2155,31,"52.00%",67,"69%",42,"38%",58,"38%",43,"38%",0,"40%",28,"31%",28,"31%","2018-2019",2019
"150","1","James Ennis",28.3,"PHI","Wing",268,40,"49.40%",30,"56%",65,"40%",8,"20%",28,"30%",23,"33%",0,"31%",23,"32%","2018-2019",2019
"151","1","James Ennis",28.3,"HOU","Wing",916,95,"59.40%",86,"68%",57,"38%",99,"100%",83,"44%",67,"43%",22,"31%",59,"37%","2018-2019",2019
"152","1","Jacob Evans",21.4,"GSW","Wing",117,18,"46.40%",11,"50%",91,"50%",21,"29%",46,"36%",0,"25%",0,"43%",0,"36%","2018-2019",2019
"153","1","Tyreke Evans",29.1,"IND","Wing",1371,13,"44.60%",7,"46%",25,"27%",28,"31%",26,"30%",12,"30%",65,"37%",54,"36%","2018-2019",2019
"154","1","Dante Exum",23.3,"UTA","Combo",593,8,"43.90%",15,"51%",12,"29%",100,"67%",15,"31%",20,"32%",5,"23%",12,"28%","2018-2019",2019
"155","1","Kenneth Faried",29,"HOU","Big",577,86,"61.40%",51,"66%",65,"43%",97,"67%",81,"45%",0,"40%",0,"25%",0,"31%","2018-2019",2019
"156","1","Derrick Favors",27.3,"UTA","Big",1757,85,"60.10%",87,"72%",69,"44%",63,"39%",69,"43%",3,"20%",0,"31%",8,"22%","2018-2019",2019
"157","1","Cristiano Felicio",26.3,"CHI","Big",606,29,"51.80%",18,"58%",33,"36%",39,"33%",30,"35%",0,"0%",0,"0%",0,"0%","2018-2019",2019
"158","1","Raymond Felton",34.3,"OKC","Combo",368,44,"48.80%",27,"53%",56,"40%",85,"50%",83,"45%",0,"40%",39,"33%",44,"34%","2018-2019",2019
"159","1","Terrance Ferguson",20.5,"OKC","Wing",1923,86,"55.70%",93,"73%",16,"21%",26,"30%",15,"26%",49,"39%",43,"34%",62,"37%","2018-2019",2019
"160","1","Yogi Ferrell",25.5,"SAC","Combo",972,68,"52.10%",53,"57%",81,"44%",63,"43%",76,"43%",71,"46%",67,"36%",73,"38%","2018-2019",2019
"161","1","Dorian Finney-Smith",25.5,"DAL","Forward",1933,44,"51.40%",48,"62%",20,"26%",48,"38%",28,"31%",33,"31%",28,"32%",22,"32%","2018-2019",2019
"162","1","Bryn Forbes",25.3,"SAS","Combo",2282,95,"57.20%",58,"58%",83,"44%",80,"47%",86,"46%",100,"56%",91,"42%",95,"43%","2018-2019",2019
"163","1","Evan Fournier",26,"ORL","Wing",2545,56,"51.20%",62,"63%",69,"42%",63,"42%",70,"42%",51,"40%",38,"33%",38,"34%","2018-2019",2019
"164","1","De'Aaron Fox",20.9,"SAC","Point",2556,50,"49.70%",81,"63%",46,"37%",30,"36%",28,"37%",26,"31%",76,"38%",73,"37%","2018-2019",2019
"165","1","Tim Frazier",28,"NOP","Point",880,80,"53.30%",78,"63%",19,"32%",81,"48%",56,"40%",100,"53%",12,"30%",58,"36%","2018-2019",2019
"166","1","Tim Frazier",28,"MIL","Point",201,67,"51.60%",9,"50%",78,"44%",13,"33%",39,"38%",0,"25%",100,"47%",96,"43%","2018-2019",2019
"167","1","Channing Frye",35.5,"CLE","Big",297,10,"48.50%",15,"57%",3,"15%",39,"33%",4,"25%",0,"50%",74,"37%",81,"38%","2018-2019",2019
"168","1","Markelle Fultz",20.4,"PHI","Point",414,4,"43.80%",65,"59%",37,"36%",2,"23%",7,"30%",0,"40%",0,"40%",0,"40%","2018-2019",2019
"169","1","Danilo Gallinari",30.2,"LAC","Big",2059,60,"55.60%",18,"58%",68,"43%",65,"40%",63,"41%",69,"41%",96,"44%",97,"44%","2018-2019",2019
"170","1","Langston Galloway",26.9,"DET","Wing",1693,53,"50.80%",17,"52%",57,"37%",91,"51%",79,"44%",56,"40%",33,"32%",50,"35%","2018-2019",2019
"171","1","Marc Gasol",33.8,"MEM","Big",1788,14,"49.70%",50,"66%",64,"43%",81,"45%",72,"43%",0,"29%",43,"34%",42,"34%","2018-2019",2019
"172","1","Marc Gasol",33.8,"TOR","Big",643,40,"53.00%",11,"56%",72,"45%",76,"43%",77,"44%",0,"0%",97,"44%",98,"44%","2018-2019",2019
"173","1","Pau Gasol",38.3,"SAS","Big",330,13,"49.40%",5,"53%",53,"40%",73,"41%",59,"40%",0,"0%",0,"63%",0,"50%","2018-2019",2019
"174","1","Rudy Gay",32.2,"SAS","Forward",1853,76,"55.60%",55,"63%",82,"47%",89,"53%",96,"50%",94,"48%",73,"38%",85,"41%","2018-2019",2019
"175","1","Paul George",28.5,"OKC","Wing",2852,72,"53.30%",49,"59%",67,"41%",52,"39%",59,"40%",70,"43%",81,"39%",81,"39%","2018-2019",2019
"176","1","Taj Gibson",33.4,"MIN","Big",1685,71,"57.90%",56,"66%",58,"41%",82,"45%",68,"42%",51,"37%",0,"20%",45,"34%","2018-2019",2019
"177","1","Harry Giles",20.5,"SAC","Big",757,13,"49.40%",34,"63%",62,"42%",33,"30%",49,"39%",0,"0%",0,"0%",0,"0%","2018-2019",2019
"178","1","Shai Gilgeous-Alexander",20.3,"LAC","Point",2122,63,"51.40%",72,"61%",50,"38%",83,"48%",61,"42%",56,"39%",45,"35%",71,"37%","2018-2019",2019
"179","1","Rudy Gobert",26.3,"UTA","Big",2568,98,"66.80%",84,"72%",21,"33%",29,"29%",17,"32%",0,"0%",0,"0%",0,"0%","2018-2019",2019
"180","1","Aaron Gordon",23.1,"ORL","Forward",2614,42,"51.30%",59,"64%",44,"36%",35,"32%",38,"34%",54,"38%",50,"35%",59,"36%","2018-2019",2019
"181","1","Eric Gordon",29.9,"HOU","Wing",2151,66,"52.60%",64,"63%",21,"24%",45,"36%",14,"25%",47,"39%",58,"36%",57,"36%","2018-2019",2019
"182","1","Marcin Gortat",34.7,"LAC","Big",749,42,"53.20%",35,"63%",67,"43%",15,"14%",60,"41%",0,"0%",0,"0%",0,"0%","2018-2019",2019
"183","1","Devonte' Graham",23.7,"CHA","Combo",581,10,"44.40%",17,"51%",2,"20%",59,"42%",12,"31%",69,"45%",11,"28%",25,"32%","2018-2019",2019
"184","1","Treveon Graham",25,"BKN","Forward",706,7,"43.20%",17,"52%",61,"39%",3,"0%",41,"35%",2,"20%",47,"34%",13,"30%","2018-2019",2019
"185","1","Jerami Grant",24.6,"OKC","Big",2615,65,"56.80%",52,"66%",15,"30%",51,"36%",13,"31%",65,"40%",81,"39%",88,"40%","2018-2019",2019
"186","1","Jerian Grant",26.1,"ORL","Point",840,70,"52.00%",98,"75%",15,"31%",63,"44%",35,"38%",0,"42%",71,"37%",77,"38%","2018-2019",2019
"187","1","Danny Green",31.4,"TOR","Wing",2215,99,"62.60%",57,"62%",63,"39%",60,"41%",57,"40%",94,"50%",93,"43%",98,"46%","2018-2019",2019
"188","1","Draymond Green",28.7,"GSW","Big",2064,17,"50.20%",63,"67%",16,"31%",55,"37%",18,"33%",89,"45%",12,"26%",18,"29%","2018-2019",2019
"189","1","Gerald Green",32.8,"HOU","Forward",1396,63,"53.90%",86,"73%",30,"33%",62,"41%",48,"37%",75,"40%",34,"33%",60,"36%","2018-2019",2019
"190","1","JaMychal Green",28.4,"LAC","Big",467,73,"58.60%",32,"62%",75,"46%",39,"33%",54,"40%",100,"61%",47,"34%",91,"41%","2018-2019",2019
"191","1","JaMychal Green",28.4,"MEM","Big",898,49,"54.50%",34,"63%",9,"24%",89,"49%",40,"38%",38,"34%",94,"43%",87,"40%","2018-2019",2019
"192","1","Jeff Green",32.2,"WAS","Big",2082,64,"56.50%",91,"74%",84,"48%",57,"37%",73,"43%",61,"39%",49,"35%",61,"36%","2018-2019",2019
"193","1","Blake Griffin",29.6,"DET","Big",2618,42,"53.30%",62,"67%",28,"34%",28,"28%",21,"33%",77,"42%",54,"35%",65,"36%","2018-2019",2019
"194","1","Daniel Hamilton",23.2,"ATL","Wing",172,27,"48.00%",11,"50%",52,"36%",33,"33%",38,"36%",0,"44%",0,"30%",63,"37%","2018-2019",2019
"195","1","Tim Hardaway Jr.",26.6,"NYK","Wing",1498,19,"46.90%",18,"52%",39,"33%",52,"39%",47,"36%",7,"29%",56,"35%",45,"35%","2018-2019",2019
"196","1","Tim Hardaway Jr.",26.6,"DAL","Wing",557,38,"49.20%",74,"65%",82,"45%",49,"38%",68,"42%",41,"38%",25,"31%",26,"33%","2018-2019",2019
"197","1","James Harden",29.2,"HOU","Combo",2862,90,"54.20%",59,"59%",88,"46%",34,"35%",78,"44%",29,"35%",79,"37%",64,"37%","2018-2019",2019
"198","1","Maurice Harkless",25.5,"POR","Forward",1415,58,"53.10%",62,"64%",46,"36%",11,"10%",25,"31%",15,"29%",9,"28%",7,"28%","2018-2019",2019
"199","1","Montrezl Harrell",24.8,"LAC","Big",2140,89,"62.40%",80,"71%",46,"39%",53,"36%",46,"38%",0,"0%",0,"43%",0,"38%","2018-2019",2019
"200","1","Devin Harris",35.7,"DAL","Combo",1063,39,"48.20%",46,"56%",64,"41%",20,"28%",32,"35%",24,"33%",37,"32%",32,"33%","2018-2019",2019
"201","1","Gary Harris",24.1,"DEN","Wing",1637,36,"49.10%",40,"58%",60,"38%",30,"32%",43,"36%",50,"39%",30,"32%",36,"34%","2018-2019",2019
"202","1","Joe Harris",27.2,"BKN","Wing",2291,98,"62.40%",53,"61%",46,"34%",85,"48%",49,"37%",96,"52%",98,"47%",99,"48%","2018-2019",2019
"203","1","Tobias Harris",26.3,"PHI","Forward",943,52,"52.50%",45,"61%",89,"50%",76,"46%",94,"49%",81,"41%",16,"31%",28,"33%","2018-2019",2019
"204","1","Tobias Harris",26.3,"LAC","Forward",1903,82,"56.40%",52,"62%",80,"46%",73,"46%",89,"46%",96,"51%",94,"43%",94,"44%","2018-2019",2019
"205","1","Andrew Harrison",24,"CLE","Wing",129,1,"31.90%",23,"55%",11,"20%",1,"0%",1,"8%",0,"33%",0,"20%",0,"23%","2018-2019",2019
"206","1","Shaquille Harrison",25.1,"CHI","Combo",1310,24,"46.90%",29,"53%",20,"31%",3,"17%",8,"29%",9,"30%",35,"32%",22,"31%","2018-2019",2019
"207","1","Josh Hart",23.7,"LAL","Wing",1689,54,"51.10%",62,"63%",17,"22%",12,"21%",6,"21%",42,"38%",39,"33%",39,"34%","2018-2019",2019
"208","1","Isaiah Hartenstein",20.5,"HOU","Big",185,38,"52.90%",20,"59%",1,"0%",0,"0%",1,"0%",0,"50%",0,"0%",0,"25%","2018-2019",2019
"209","1","Gordon Hayward",28.6,"BOS","Wing",1833,62,"52.30%",65,"63%",97,"53%",67,"42%",94,"48%",50,"39%",18,"30%",29,"33%","2018-2019",2019
"210","1","John Henson",27.8,"MIL","Big",173,34,"52.50%",36,"63%",39,"38%",2,"0%",22,"33%",0,"40%",0,"27%",34,"32%","2018-2019",2019
"211","1","Juan Hernangomez",23.1,"DEN","Forward",1275,77,"55.80%",56,"63%",11,"22%",94,"60%",24,"30%",35,"32%",80,"39%",65,"37%","2018-2019",2019
"212","1","Willy Hernangomez",24.4,"CHA","Big",746,43,"53.30%",12,"57%",51,"40%",58,"38%",53,"39%",0,"40%",90,"42%",94,"42%","2018-2019",2019
"213","1","Mario Hezonja",23.7,"NYK","Forward",1161,11,"45.00%",24,"54%",58,"38%",45,"38%",55,"38%",0,"11%",22,"31%",6,"27%","2018-2019",2019
"214","1","Buddy Hield",25.9,"SAC","Wing",2622,87,"56.20%",56,"62%",38,"32%",75,"43%",57,"40%",95,"51%",89,"41%",95,"43%","2018-2019",2019
"215","1","Nene Hilario",36.1,"HOU","Big",533,30,"51.90%",65,"68%",12,"28%",86,"46%",42,"38%",0,"0%",0,"0%",0,"0%","2018-2019",2019
"216","1","George Hill",32.5,"CLE","Combo",344,97,"57.50%",73,"61%",44,"38%",93,"52%",88,"47%",0,"50%",95,"45%",98,"46%","2018-2019",2019
"217","1","George Hill",32.5,"MIL","Combo",940,54,"51.00%",97,"65%",73,"42%",58,"42%",68,"42%",20,"32%",21,"29%",17,"30%","2018-2019",2019
"218","1","Solomon Hill",27.6,"NOP","Wing",868,21,"47.10%",51,"60%",16,"21%",45,"36%",17,"27%",34,"36%",17,"29%",19,"32%","2018-2019",2019
"219","1","Aaron Holiday",22.1,"IND","Point",512,20,"46.40%",30,"55%",7,"29%",28,"36%",13,"33%",0,"25%",59,"36%",46,"35%","2018-2019",2019
"220","1","Jrue Holiday",28.4,"NOP","Combo",2401,80,"52.60%",90,"64%",76,"44%",51,"40%",69,"43%",60,"43%",33,"32%",37,"33%","2018-2019",2019
"221","1","Justin Holiday",29.6,"CHI","Wing",1324,55,"51.20%",41,"58%",18,"23%",73,"43%",40,"36%",64,"42%",44,"34%",58,"36%","2018-2019",2019
"222","1","Justin Holiday",29.6,"MEM","Wing",1257,22,"47.20%",74,"65%",7,"13%",43,"36%",16,"27%",55,"40%",13,"28%",30,"33%","2018-2019",2019
"223","1","Rondae Hollis-Jefferson",23.8,"BKN","Big",1197,2,"42.30%",2,"51%",16,"30%",47,"35%",13,"31%",9,"25%",0,"8%",5,"20%","2018-2019",2019
"224","1","Richaun Holmes",25,"PHX","Big",1142,82,"60.00%",82,"71%",37,"37%",17,"20%",35,"36%",0,"0%",0,"0%",0,"0%","2018-2019",2019
"225","1","Rodney Hood",26,"POR","Wing",655,59,"51.90%",84,"68%",91,"50%",76,"44%",90,"47%",43,"38%",39,"33%",41,"35%","2018-2019",2019
"226","1","Rodney Hood",26,"CLE","Wing",1226,39,"49.30%",45,"58%",68,"42%",74,"43%",74,"43%",52,"40%",63,"36%",70,"37%","2018-2019",2019
"227","1","Al Horford",32.4,"BOS","Big",1972,76,"58.80%",86,"72%",92,"51%",96,"56%",97,"53%",16,"29%",70,"37%",63,"36%","2018-2019",2019
"228","1","Danuel House",25.4,"HOU","Forward",905,96,"61.10%",37,"60%",13,"25%",80,"50%",23,"30%",69,"40%",95,"45%",91,"42%","2018-2019",2019
"229","1","Dwight Howard",32.9,"WAS","Big",229,88,"62.30%",95,"77%",8,"23%",79,"44%",14,"32%",0,"0%",0,"0%",0,"0%","2018-2019",2019
"230","1","Kevin Huerter",20.2,"ATL","Wing",2007,62,"52.20%",35,"56%",50,"35%",55,"40%",40,"36%",77,"44%",71,"37%",78,"39%","2018-2019",2019
"231","1","Chandler Hutchison",22.5,"CHI","Forward",811,38,"50.80%",31,"58%",59,"39%",94,"60%",65,"41%",15,"29%",34,"33%",18,"31%","2018-2019",2019
"232","1","Serge Ibaka",29.1,"TOR","Big",2004,61,"55.80%",89,"73%",87,"49%",94,"50%",92,"50%",22,"32%",21,"29%",19,"29%","2018-2019",2019
"233","1","Andre Iguodala",34.8,"GSW","Wing",1564,94,"58.60%",99,"84%",30,"30%",14,"23%",16,"26%",59,"41%",15,"28%",35,"34%","2018-2019",2019
"234","1","Ersan Ilyasova",31.5,"MIL","Big",1199,35,"52.60%",24,"60%",10,"26%",36,"32%",9,"28%",30,"33%",84,"40%",78,"38%","2018-2019",2019
"235","1","Joe Ingles",31.1,"UTA","Wing",2565,89,"56.90%",67,"64%",60,"38%",50,"38%",52,"38%",81,"46%",64,"37%",83,"39%","2018-2019",2019
"236","1","Brandon Ingram",21.2,"LAL","Wing",1758,60,"51.90%",66,"63%",78,"44%",60,"41%",74,"43%",26,"34%",32,"32%",27,"33%","2018-2019",2019
"237","1","Kyrie Irving",26.6,"BOS","Point",2213,89,"56.00%",76,"62%",85,"46%",87,"50%",93,"48%",68,"40%",84,"40%",87,"40%","2018-2019",2019
"238","1","Jonathan Isaac",21.1,"ORL","Big",1994,14,"49.90%",28,"61%",45,"38%",38,"33%",29,"35%",41,"35%",30,"31%",34,"32%","2018-2019",2019
"239","1","Wes Iwundu",23.9,"ORL","Wing",1134,24,"47.70%",18,"53%",51,"36%",20,"28%",30,"31%",21,"32%",97,"45%",80,"39%","2018-2019",2019
"240","1","Frank Jackson",20.5,"NOP","Combo",1117,46,"49.00%",75,"62%",39,"37%",10,"22%",17,"32%",9,"30%",47,"33%",27,"32%","2018-2019",2019
"241","1","Jaren Jackson",19.1,"MEM","Big",1491,58,"55.40%",74,"69%",61,"42%",56,"37%",65,"41%",5,"23%",85,"40%",60,"36%","2018-2019",2019
"242","1","Josh Jackson",21.7,"PHX","Forward",1975,17,"45.80%",14,"51%",45,"36%",66,"42%",56,"38%",13,"27%",55,"36%",29,"33%","2018-2019",2019
"243","1","Justin Jackson",23.6,"SAC","Forward",1040,41,"51.10%",96,"76%",69,"41%",68,"42%",68,"41%",67,"40%",17,"31%",41,"34%","2018-2019",2019
"244","1","Justin Jackson",23.6,"DAL","Forward",510,85,"57.20%",99,"80%",83,"48%",24,"27%",80,"44%",50,"37%",58,"36%",63,"36%","2018-2019",2019
"245","1","Reggie Jackson",28.5,"DET","Point",2287,59,"50.90%",17,"53%",69,"42%",70,"45%",67,"43%",74,"41%",69,"37%",79,"38%","2018-2019",2019
"246","1","LeBron James",33.8,"LAL","Forward",1930,80,"56.20%",80,"71%",30,"33%",69,"43%",58,"38%",37,"33%",48,"34%",50,"34%","2018-2019",2019
"247","1","John Jenkins",27.7,"NYK","Wing",270,35,"48.90%",78,"67%",91,"50%",55,"40%",68,"42%",3,"24%",88,"41%",42,"35%","2018-2019",2019
"248","1","Jonas Jerebko",31.7,"GSW","Big",1072,60,"55.70%",25,"60%",65,"43%",90,"50%",89,"47%",66,"40%",64,"36%",73,"37%","2018-2019",2019
"249","1","Amir Johnson",31.5,"PHI","Big",427,29,"51.60%",42,"64%",38,"37%",90,"50%",47,"38%",0,"14%",56,"35%",22,"30%","2018-2019",2019
"250","1","James Johnson",31.7,"MIA","Big",1154,18,"50.40%",28,"61%",27,"34%",29,"29%",20,"33%",50,"37%",38,"33%",47,"34%","2018-2019",2019
"251","1","Stanley Johnson",22.4,"DET","Forward",934,18,"45.80%",15,"52%",86,"48%",25,"29%",83,"44%",29,"31%",8,"28%",10,"29%","2018-2019",2019
"252","1","Stanley Johnson",22.4,"NOP","Forward",224,20,"46.20%",4,"43%",65,"40%",55,"40%",63,"40%",0,"38%",34,"33%",56,"35%","2018-2019",2019
"253","1","Tyler Johnson",26.5,"MIA","Point",1099,61,"51.30%",91,"65%",72,"43%",4,"24%",31,"38%",26,"31%",55,"36%",52,"35%","2018-2019",2019
"254","1","Tyler Johnson",26.5,"PHX","Point",405,7,"44.00%",50,"57%",20,"32%",0,"20%",4,"29%",9,"26%",47,"35%",19,"32%","2018-2019",2019
"255","1","Wesley Johnson",31.3,"WAS","Wing",156,2,"32.50%",11,"50%",40,"33%",13,"22%",11,"25%",0,"6%",0,"56%",5,"23%","2018-2019",2019
"256","1","Wesley Johnson",31.3,"NOP","Wing",371,43,"50.00%",99,"82%",9,"14%",28,"32%",18,"27%",17,"31%",95,"43%",61,"37%","2018-2019",2019
"257","1","Nikola Jokic",23.7,"DEN","Big",2500,51,"54.80%",59,"67%",87,"50%",64,"40%",90,"47%",0,"43%",33,"31%",31,"32%","2018-2019",2019
"258","1","Damian Jones",23.3,"GSW","Big",398,99,"70.00%",94,"76%",13,"29%",90,"50%",36,"36%",0,"0%",0,"0%",0,"0%","2018-2019",2019
"259","1","Jalen Jones",25.4,"CLE","Forward",186,32,"50.00%",89,"73%",52,"36%",3,"0%",14,"29%",0,"29%",34,"33%",24,"32%","2018-2019",2019
"260","1","Jemerrio Jones",23.6,"LAL","Wing",133,9,"43.30%",45,"59%",0,"0%",1,"0%",0,"0%",0,"0%",0,"29%",0,"25%","2018-2019",2019
"261","1","Tyus Jones",22.5,"MIN","Point",1505,22,"46.50%",37,"55%",65,"41%",50,"41%",57,"41%",65,"40%",10,"30%",23,"32%","2018-2019",2019
"262","1","Derrick Jones Jr.",21.7,"MIA","Forward",1105,65,"54.00%",51,"62%",10,"22%",37,"33%",6,"23%",52,"38%",5,"25%",40,"34%","2018-2019",2019
"263","1","DeAndre Jordan",30.3,"DAL","Big",1554,94,"64.40%",71,"69%",18,"31%",2,"0%",7,"26%",0,"0%",0,"0%",0,"0%","2018-2019",2019
"264","1","DeAndre Jordan",30.3,"NYK","Big",493,92,"63.40%",64,"67%",81,"48%",2,"0%",82,"45%",0,"0%",0,"0%",0,"0%","2018-2019",2019
"265","1","Cory Joseph",27.2,"IND","Combo",2002,20,"46.50%",66,"60%",93,"47%",31,"34%",58,"40%",27,"34%",42,"33%",36,"33%","2018-2019",2019
"266","1","Frank Kaminsky",25.6,"CHA","Big",678,50,"54.60%",49,"65%",84,"48%",2,"0%",70,"43%",0,"10%",79,"38%",58,"36%","2018-2019",2019
"267","1","Enes Kanter",26.5,"POR","Big",511,75,"58.60%",38,"63%",82,"48%",23,"25%",66,"42%",0,"0%",0,"25%",0,"25%","2018-2019",2019
"268","1","Enes Kanter",26.5,"NYK","Big",1121,49,"54.40%",44,"64%",17,"31%",64,"39%",18,"33%",0,"100%",17,"29%",33,"32%","2018-2019",2019
"269","1","Luke Kennard",22.4,"DET","Wing",1396,77,"54.50%",61,"63%",88,"46%",72,"43%",82,"44%",81,"46%",79,"38%",85,"40%","2018-2019",2019
"270","1","Michael Kidd-Gilchrist",25.1,"CHA","Big",1149,16,"50.20%",17,"57%",31,"36%",73,"41%",44,"38%",88,"45%",0,"25%",83,"39%","2018-2019",2019
"271","1","Maxi Kleber",26.8,"DAL","Big",1462,55,"55.30%",53,"66%",71,"45%",90,"50%",84,"46%",20,"31%",72,"37%",53,"35%","2018-2019",2019
"272","1","Brandon Knight",26.9,"CLE","Wing",614,43,"50.00%",20,"53%",26,"27%",97,"66%",71,"42%",9,"29%",82,"39%",66,"37%","2018-2019",2019
"273","1","Brandon Knight",26.9,"HOU","Wing",106,0,"29.10%",78,"67%",11,"20%",33,"33%",18,"27%",0,"0%",2,"20%",1,"17%","2018-2019",2019
"274","1","Kevin Knox",19.2,"NYK","Forward",2089,10,"43.90%",8,"48%",48,"36%",25,"29%",37,"33%",58,"38%",33,"33%",50,"34%","2018-2019",2019
"275","1","Furkan Korkmaz",21.3,"PHI","Forward",588,37,"50.80%",77,"68%",63,"39%",14,"15%",31,"32%",71,"40%",30,"33%",44,"34%","2018-2019",2019
"276","1","Luke Kornet",23.3,"NYK","Big",722,20,"50.80%",12,"57%",14,"29%",20,"23%",8,"27%",93,"48%",55,"35%",71,"37%","2018-2019",2019
"277","1","Kyle Korver",37.6,"UTA","Wing",1069,79,"54.70%",94,"75%",30,"29%",78,"46%",75,"43%",73,"44%",63,"36%",75,"38%","2018-2019",2019
"278","1","Kyle Korver",37.6,"CLE","Forward",241,100,"64.20%",93,"75%",100,"80%",17,"25%",69,"41%",0,"67%",92,"41%",99,"47%","2018-2019",2019
"279","1","Kosta Koufos",29.7,"SAC","Big",467,6,"45.90%",8,"55%",49,"39%",99,"100%",54,"40%",0,"0%",0,"0%",0,"0%","2018-2019",2019
"280","1","Rodions Kurucs",20.7,"BKN","Forward",1267,51,"52.20%",44,"60%",21,"26%",30,"30%",10,"27%",63,"39%",19,"31%",31,"33%","2018-2019",2019
"281","1","Kyle Kuzma",23.3,"LAL","Big",2300,28,"51.60%",45,"65%",69,"44%",65,"40%",71,"43%",27,"32%",26,"30%",26,"30%","2018-2019",2019
"282","1","Zach LaVine",23.6,"CHI","Wing",2170,64,"52.40%",55,"62%",29,"29%",43,"36%",33,"33%",88,"49%",67,"37%",73,"38%","2018-2019",2019
"283","1","Jeremy Lamb",26.4,"CHA","Wing",2244,43,"49.90%",21,"54%",77,"44%",84,"47%",84,"45%",99,"53%",28,"31%",45,"35%","2018-2019",2019
"284","1","Jake Layman",24.7,"POR","Forward",1260,90,"58.30%",92,"74%",79,"46%",52,"39%",73,"43%",8,"23%",61,"36%",31,"33%","2018-2019",2019
"285","1","Caris LeVert",24.2,"BKN","Wing",1051,29,"48.10%",48,"59%",62,"39%",7,"18%",38,"36%",75,"44%",21,"30%",20,"32%","2018-2019",2019
"286","1","TJ Leaf",21.5,"IND","Big",425,84,"60.10%",92,"75%",93,"51%",16,"17%",86,"47%",0,"25%",25,"29%",16,"28%","2018-2019",2019
"287","1","Courtney Lee",33.1,"NYK","Wing",157,43,"50.00%",11,"50%",11,"20%",96,"59%",95,"50%",0,"57%",0,"13%",0,"33%","2018-2019",2019
"288","1","Courtney Lee",33.1,"DAL","Wing",244,16,"46.10%",6,"45%",100,"62%",55,"40%",95,"50%",0,"46%",2,"20%",13,"29%","2018-2019",2019
"289","1","Damion Lee",26,"GSW","Wing",302,85,"55.70%",9,"47%",91,"50%",92,"53%",99,"52%",100,"55%",29,"32%",85,"40%","2018-2019",2019
"290","1","Walter Lemon Jr.",26.3,"CHI","Point",156,6,"43.90%",6,"48%",26,"33%",24,"35%",20,"34%",0,"0%",0,"40%",0,"40%","2018-2019",2019
"291","1","Alex Len",25.4,"ATL","Big",1507,48,"54.40%",26,"61%",23,"33%",22,"24%",13,"31%",42,"35%",78,"38%",64,"36%","2018-2019",2019
"292","1","Kawhi Leonard",27.3,"TOR","Forward",2039,73,"54.50%",75,"68%",77,"46%",75,"46%",90,"46%",71,"40%",63,"36%",68,"37%","2018-2019",2019
"293","1","Meyers Leonard",26.7,"POR","Big",853,97,"66.00%",92,"76%",63,"42%",61,"39%",61,"41%",0,"50%",99,"45%",99,"46%","2018-2019",2019
"294","1","Jon Leuer",29.5,"DET","Big",334,76,"58.70%",99,"87%",49,"39%",86,"46%",65,"42%",0,"0%",0,"17%",0,"9%","2018-2019",2019
"295","1","Damian Lillard",28.3,"POR","Point",2833,72,"52.30%",26,"55%",56,"39%",76,"47%",70,"44%",24,"31%",73,"38%",75,"37%","2018-2019",2019
"296","1","Jeremy Lin",30.2,"TOR","Combo",402,0,"37.50%",7,"48%",31,"35%",59,"42%",51,"39%",0,"20%",0,"16%",0,"17%","2018-2019",2019
"297","1","Jeremy Lin",30.2,"ATL","Combo",935,61,"51.30%",64,"60%",63,"41%",95,"53%",80,"45%",49,"39%",30,"31%",31,"32%","2018-2019",2019
"298","1","Shaun Livingston",33.1,"GSW","Combo",938,75,"52.20%",88,"63%",93,"47%",75,"46%",90,"47%",0,"0%",0,"0%",0,"0%","2018-2019",2019
"299","1","Kevon Looney",22.7,"GSW","Big",1431,90,"62.70%",77,"70%",9,"25%",95,"53%",48,"39%",0,"0%",0,"25%",0,"13%","2018-2019",2019
"300","1","Brook Lopez",30.6,"MIL","Big",2308,67,"57.00%",93,"76%",83,"48%",57,"37%",83,"46%",72,"41%",59,"36%",66,"36%","2018-2019",2019
"301","1","Robin Lopez",30.6,"CHI","Big",1601,68,"57.20%",70,"69%",95,"53%",29,"29%",93,"50%",0,"0%",3,"21%",4,"20%","2018-2019",2019
"302","1","Kevin Love",30.1,"CLE","Big",597,8,"47.50%",3,"52%",23,"33%",32,"30%",16,"32%",78,"42%",39,"34%",57,"36%","2018-2019",2019
"303","1","Kyle Lowry",32.6,"TOR","Point",2208,69,"51.80%",78,"63%",54,"39%",31,"37%",35,"38%",71,"40%",37,"34%",46,"35%","2018-2019",2019
"304","1","Timothe Luwawu-Cabarrot",23.5,"CHI","Wing",498,18,"46.90%",28,"55%",11,"18%",15,"25%",6,"22%",52,"40%",13,"28%",25,"33%","2018-2019",2019
"305","1","Timothe Luwawu-Cabarrot",23.5,"OKC","Wing",102,8,"41.20%",38,"57%",0,"0%",1,"0%",0,"0%",0,"30%",0,"14%",5,"24%","2018-2019",2019
"306","1","Trey Lyles",23,"DEN","Big",1035,9,"47.70%",55,"66%",53,"40%",86,"46%",64,"41%",53,"38%",5,"23%",10,"26%","2018-2019",2019
